student_num,level,participation,midterm,pe,final,total,faculty,is_afast
A0001752W,53,3.5,60,30,61.5,80.10,FOS,no
A0000237B,51,3.5,30,10,,39.50,FOS,yes
A0000192B,49,3,64,20.5,81.5,83.15,,no
A0000839L,50,4,48,27,67.5,79.10,FOS,no
A0000431J,54,3.5,52,20,87,83.70,SOC,no
A0000251J,49,3,22,5,43,51.60,FOS,nil
A0000234H,49,3,34,21,50,64.80,SOC,no
A0001101U,49,3.5,35.5,21,45.5,63.80,FOS,no
A0000882N,54,3.5,54,23,84,84.40,FASS,nil
A0001974J,52,3.5,42,28,66,77.30,FOS,no
A0001344B,50,3,30,16,48.5,61.40,SOC,no
A0001979Y,50,3,31.5,14.5,52.5,62.55,BIZ,no
A0000564W,52,3.5,30,4,34.5,50.30,FOS,yes
A0001654U,51,4,40.5,22.5,58.5,71.75,FOS,no
A0000213M,47,3.5,33,9,45,56.10,FOS,nil
A0000437X,50,3.5,42,13,54,65.00,FOS,nil
A0001817R,51,4.5,8,3,38,47.80,FOS,nil
A0000071J,50,3.5,49.5,24,62,75.20,FASS,no
A0000648N,48,2,26,10,50,56.20,FASS,nil
A0000917R,50,3.5,21,22.5,45.5,62.15,FOS,no
A0000335A,43,3.5,37,12,42,55.20,FOS,nil
A0000012U,51,3.5,45,25,52,70.80,FOS,no
A0000830A,50,4,36,18,58,68.40,FOS,nil
A0000658M,48,2,36,10,42,55.00,FOS,yes
A0002192X,50,3,36,9,38,54.90,FOS,nil
A0000120U,50,2.5,37,19,71.5,73.00,SOC,nil
A0001529R,51,2.5,29,9,56,60.20,SOC,nil
A0001404H,50,3,38.5,15,68,70.40,FOS,no
A0001640A,53,3.5,54,23,71,79.20,FOS,nil
A0001328X,45,3,9,10,45,50.30,FOS,nil
A0002010U,43,2,26,15,40,52.20,FOS,nil
A0000399J,44,2.5,39,11,54,59.40,FOS,nil
A0000470A,51,3.5,41.5,28.5,68,78.25,SOC,no
A0002167U,50,3.5,33,13,62.5,66.60,SOC,no
A0001733X,47,2,37,16,59,64.50,FOS,nil
A0000627W,51,3.5,55,24,73.5,80.90,FOS,no
A0001422H,57,3.5,72,29,91,93.80,,nil
A0002114J,52,3,36,20,76,75.60,FOS,nil
A0002187N,52,3,59,22.5,74,80.65,SOC,no
A0001644W,51,2.5,,,63,52.70,FOS,nil
A0001240L,50,3,43,11,68,69.30,SOC,no
A0002095U,39,3,37,5.5,,32.65,SOC,no
A0000931Y,52,3.5,60,27,82.5,87.00,FOS,nil
A0001332H,50,3,62,25,83,86.10,FOS,nil
A0000635X,51,3,48,16,50.5,65.80,SOC,no
A0002023L,46,3.5,27,21,54,64.00,FOS,nil
A0001737N,50,2.5,12,,,29.90,FOS,no
A0000719R,50,3.5,58,26,80,85.10,SOC,nil
A0000080J,55,3,48,24,70,77.60,FOS,nil
A0001045E,50,2,48,17,56,67.50,FOS,nil
A0001806W,47,2.5,47,15,64,68.50,FOS,no
A0001025J,50,3.5,40.5,24,74.5,78.40,SOC,no
A0001416B,50,3,22.5,13,42,55.80,FOS,yes
A0000366W,51,3,46.5,23.5,80,81.05,SOC,no
A0000518X,48,3.5,23.5,12,36.5,52.80,FOS,yes
A0000209A,50,3.5,42,7.5,38.5,56.05,FOS,yes
A0001341H,51,3.5,60,29.5,76,85.65,FOS,no
A0001882M,30,2,49,,,26.80,,yes
A0001488J,36,1,15,,,22.00,FOS,yes
A0001628R,50,3.5,8.5,13.5,46.5,55.55,FOS,yes
A0000777J,52,3,73,24.5,91,91.25,,no
A0000323J,42,1.5,36,13.5,59.5,60.25,FOS,no
A0001509W,48,3,31,11,41,55.10,FOS,nil
A0001463X,52,2.5,29,14,43,57.50,FOS,nil
A0002219X,55,3.5,68,28,84,89.70,FOS,nil
A0001980N,54,4,54,21.5,70,78.55,SOC,no
A0001631A,50,3,37.5,14.5,56,65.15,FOS,no
A0001056B,51,4,37.5,23.5,57.5,71.25,SOC,no
A0000864N,50,3.5,25,13,24,49.60,FASS,nil
A0000790U,52,3,39,20,61,70.20,FOS,nil
A0000588J,50,2.5,45,21,43.5,64.40,FOS,no
A0002074Y,50,3,46,13.5,60,67.95,FOE,no
A0000423H,51,3,61,18,68,76.40,BIZ,no
A0000369N,50,3.5,41,18,68,72.90,FOS,nil
A0000446X,51,2.5,51,21,58,71.40,FOS,nil
A0001581W,50,3,37.5,20.5,44,63.35,SOC,no
A0000901E,51,3.5,18,7,35,49.60,FOS,nil
A0001412J,51,3,51,19,51,68.10,FOS,nil
A0000053J,49,2,48,26.5,77.5,80.35,NUSHS,no
A0001986A,57,3,59,22,76,81.20,FOS,nil
A0001437W,50,2.5,60,29,74.5,83.80,FOS,nil
A0000336B,54,3.5,66,24,94.5,91.50,,no
A0001420L,46,1.5,48,15,70,69.60,BIZ,nil
A0000455X,50,3.5,26,15,57,64.00,FOS,nil
A0001651Y,55,3.5,55,28,75,83.50,FOS,nil
A0000739M,53,3.5,40,14,56,65.90,FOS,nil
A0001253A,51,1.5,44,15,59,66.40,FOS,no
A0000394U,50,3,40.5,20.5,62.5,71.35,SOC,no
A0001811A,53,3,58,28,77.5,84.60,SOC,nil
A0002144A,43,0,15,1,24,34.60,SDE,nil
A0001945M,53,3,30,29.5,75.5,78.95,FOS,no
A0002176U,50,3,47,18,56,68.80,FOS,nil
A0000660B,56,3.5,73,26,84,89.70,SOC,nil
A0002231J,34,1,29,,,23.80,SOC,no
A0001905W,51,4.5,49,23,73,80.00,FOS,no
A0001660Y,49,3,18,8,46,53.50,FOS,nil
A0001981M,50,4,34.5,12,34,55.50,SOC,no
A0000185X,54,3.5,62,20.5,81.5,83.75,FOS,no
A0000194X,48,3,40,9,44,57.10,FOS,nil
A0001430J,49,3,22,9,45,54.40,FASS,nil
A0000820E,49,3,41,5,58.5,61.60,SOC,no
A0000063H,51,3.5,23,5.5,28.5,47.25,FOS,yes
A0001375U,52,5,52.5,16.5,56,71.15,SOC,no
A0001633Y,50,3.5,44,19,51,67.20,FOS,nil
A0000681W,53,4,32,14,46,60.80,FOS,nil
A0000144H,41,2.5,28.5,4.5,41.5,47.55,FOS,yes
A0000359R,47,3.5,39,23.5,78.5,77.95,FOS,no
A0001310N,49,3.5,32,19.5,68,71.35,FOS,no
A0001550A,50,3.5,26,10,54,60.30,FOS,nil
A0001456U,54,3.5,57,26,82,85.70,SOC,nil
A0001694L,21,0.5,10,,,13.00,FOS,no
A0000730E,52,4,26,11,48,58.90,FOS,nil
A0000938L,51,2.5,57,24,66,77.30,,nil
A0000152J,50,3.5,37.5,27,54.5,71.30,SOC,no
A0001024L,52,4,50,14.5,68,73.45,SOC,no
A0001180E,50,3,25,3,26,44.90,FOS,nil
A0001988Y,54,3.5,44,29,63,77.00,SDE,nil
A0001815W,54,3.5,47,22.5,76.5,79.75,,no
A0000162H,56,5,61,20,87,87.00,FOS,no
A0000510M,50,3.5,52,25,80,83.40,SOC,nil
A0002121M,49,2.5,32,17,42,58.70,FOS,nil
A0001033L,48,3,42,16,46,61.80,FOS,no
A0000515A,25,3,4,,,16.30,FASS,yes
A0000452A,53,3,57,23.5,76,81.55,,no
A0000138B,50,3,59,26,61,77.20,FOS,nil
A0001886E,49,3.5,38,22,54,68.20,FOS,nil
A0000958H,55,3,56,29,82,86.50,FOS,nil
A0000866L,53,3,51,23,74,79.30,FOS,no
A0001060L,52,2.5,33,18,66,69.50,,no
A0000451E,51,3.5,41,16,43.5,62.10,FOS,nil
A0001266W,53,3.5,42,25,83,82.60,SOC,nil
A0001554W,53,3.5,32,15,51,62.80,FOS,nil
A0000531H,51,3,52,14,58.5,68.80,SOC,no
A0000746R,50,3.5,37,10,42,57.70,FOS,nil
A0001338W,46,1,55,28,77,79.80,FOS,nil
A0000534B,50,3.5,28.5,4,37.5,51.20,SOC,yes
A0000339W,49,3,42,12,50,61.90,FOS,nil
A0001536W,53,3.5,63,25,62,78.40,FOS,nil
A0000626X,51,3.5,58,19,86.5,84.20,FOS,no
A0001989X,55,3,55,23,67,77.30,FOS,nil
A0000865M,53,3.5,31.5,24,61.5,71.40,FOS,no
A0000487M,51,3.5,40,23,60,72.00,FOS,nil
A0000216H,50,3.5,40,18.5,62.5,70.75,SOC,no
A0001472X,51,3.5,35,17,54,65.60,SOC,nil
A0001323H,51,4,63,27,78.5,86.50,SOC,no
A0001121N,50,3.5,52,19,58.5,71.80,,no
A0000650A,32,1,34,,15,29.80,FOS,no
A0001182B,46,2.5,41,24,52,66.50,FOS,nil
A0002024J,53,4.5,69,27,83,90.00,SOC,nil
A0000095X,51,3,55,20.5,77,80.05,SOC,no
A0000140N,51,4,54,18,68,76.00,SOC,no
A0001241J,50,3.5,45,12,60.5,67.70,FOS,no
A0001027E,47,3,36,17,60,66.20,FOS,nil
A0002027A,51,4,40,13,62,68.30,SOC,no
A0001532A,52,2.5,27,16.5,62.5,66.15,SOC,no
A0001710H,42,2.5,21,1,27,39.00,FOS,nil
A0000883M,52,3.5,69,24,74.5,84.10,FOS,nil
A0001019A,42,0.5,19.5,13,,31.90,FASS,yes
A0001836N,53,3,62,24,74,82.00,FOE,nil
A0001094X,50,3.5,49.5,28,76,82.80,SOC,no
A0001186U,50,3.5,30,15,53.5,63.40,FOS,no
A0000034L,50,3,58,17.5,84,81.95,SOC,no
A0001998X,49,3,35,5,51,57.40,FASS,nil
A0002092Y,45,3.5,12,15,32,48.70,FOS,nil
A0002173Y,52,3.5,54,21,55,71.80,FASS,nil
A0000998Y,44,3,27,10.5,38,50.85,SOC,yes
A0001324E,49,3,7,1,12,34.20,FOS,nil
A0000995E,50,2.5,30,15,62,65.80,FOE,nil
A0000139Y,50,3.5,36,19,71,73.60,FOS,nil
A0001810E,46,3.5,36,,,33.70,SOC,yes
A0001695J,50,4.5,39,15,22.5,53.80,FOS,no
A0000087W,50,3.5,50,16,74,76.10,FASS,nil
A0000899Y,52,3,75,30,84,91.60,FOS,nil
A0002041L,45,3,10.5,11.5,34,46.95,FOS,no
A0000379M,50,3.5,51,18,71,76.10,FOS,no
A0001103N,49,3,16,11,,36.20,,yes
A0001515B,57,3.5,65,24.5,84,87.35,FOS,no
A0001900E,40,3,12,3,,26.90,FOS,yes
A0000158X,51,3.5,19,7,53,57.00,FOS,nil
A0001936M,54,3.5,55,23,78.5,82.40,FOS,nil
A0000474W,50,3.5,48,16,52,66.90,BIZ,no
A0000986E,50,3,31.5,19,60,67.80,SOC,no
A0000274Y,48,2,21,13.5,57.5,59.95,FOS,no
A0001537U,50,3,47,24,53,70.60,FOS,nil
A0000031R,52,3.5,40.5,28,,50.60,FOS,yes
A0000314J,51,3.5,36,11,64,66.80,FOS,nil
A0002126A,50,2,33,15,46.5,59.70,SOC,no
A0001229X,50,3,34.5,13,29.5,53.20,FOS,yes
A0001408Y,52,3.5,43,21,62,72.40,FOS,nil
A0000224J,50,4.5,47.5,22.5,68,77.45,SOC,no
A0000211R,54,3.5,51,18,75,77.70,BIZ,nil
A0000256Y,53,3,43.5,21,54,68.80,FOS,no
A0000410N,22,1.5,13,4.5,,17.35,FOS,yes
A0000770X,51,3.5,56,26,64,78.30,FOS,nil
A0002061H,50,2.5,15,9,41,51.40,FOS,nil
A0001871R,50,2.5,15,12,68,63.70,SOC,no
A0001161H,53,4,40,13.5,64.5,69.55,SOC,no
A0000633B,35,2,24,5,34,40.40,FOS,nil
A0000738N,51,3.5,46,15,50,65.20,SDE,nil
A0001104M,45,3,20,12,40,51.50,FOS,nil
A0000221N,53,3.5,43,27,65,76.60,FOS,nil
A0001157X,50,3,33,11,48,59.30,FOS,nil
A0001740B,15,0.5,,,31,20.40,FOS,nil
A0001014M,52,3.5,64,20,88.5,86.70,,no
A0000347X,55,3.5,62,22,89,87.50,SOC,no
A0000065A,50,3,55.5,22.5,77.5,81.35,SOC,no
A0001340J,51,3.5,48,19,52.5,68.60,FOS,no
A0000055E,39,2.5,46.5,21,60.5,66.00,SOC,no
A0002170E,50,3,46,14.5,48.5,63.85,FOS,yes
A0001297M,47,3,56,17,58,69.40,SOC,no
A0001856L,44,2.5,26,10,53,55.90,FOS,nil
A0002129X,52,3,50,23,61,73.90,SOC,nil
A0000186W,47,3,34,8,37,52.10,FOS,nil
A0002190B,53,4.5,55,21,60,75.00,FOS,nil
A0000193Y,50,3,29,13,39.5,56.10,FOS,yes
A0002039X,54,3.5,60,24,80.5,84.70,SOC,nil
A0000128A,50,3.5,24,18,30.5,54.50,SOC,no
A0001070J,50,3.5,36,17,46,62.60,FOS,nil
A0000960W,50,3.5,29,20,61,68.70,SOC,nil
A0001567M,9,0,19,,29,19.90,FOS,nil
A0000189N,50,3,40,9,67,67.30,FOS,nil
A0000501M,50,3.5,37,10.5,55,63.15,FOS,no
A0000788E,50,3,54,23.5,73.5,79.95,SOC,no
A0000104N,56,3.5,63,28,82,87.90,FOS,nil
A0000809R,53,3.5,31,19,70.5,72.40,FOS,no
A0002234A,52,3.5,43,19.5,69,74.45,SOC,no
A0001233H,50,3,49,23,68.5,76.70,FOS,nil
A0001812B,51,3.5,48,22,48,68.30,SOC,nil
A0001862R,50,3.5,30,11,41,56.40,FOS,nil
A0001676L,52,3,43,24,51,69.00,FOS,nil
A0000096W,50,3.5,45,27,75.5,81.20,FOS,nil
A0001785J,49,1,,,,25.50,FOS,nil
A0000797E,54,3.5,64,23,80,84.80,SOC,nil
A0000143J,50,3,48,18,73.5,76.00,FOS,no
A0000768J,52,3,52,26,60,75.40,FOS,nil
A0000887E,53,1.5,54,12,56,65.70,FOS,nil
A0000317A,50,4,22.5,19.5,38.5,58.65,SOC,no
A0000270H,54,3.5,63,26,78,85.30,FOS,nil
A0000422J,52,3.5,69,21,74,82.40,SOC,nil
A0001132L,51,3,42,18,65,71.40,FOS,nil
A0001150L,52,3.5,58,27,79,85.20,FOS,nil
A0002177R,50,3.5,36,17.5,62,69.25,FOS,no
A0001792M,52,3.5,30,11,61,64.40,FOS,nil
A0001891M,50,2.5,34.5,25.5,,47.15,SOC,yes
A0000649M,52,3,44,17,57,68.10,FOS,nil
A0001365W,50,3,12,1.5,17.5,38.15,FASS,no
A0000750B,48,4,33,20.5,42.5,61.85,SOC,no
A0001210R,49,3,51,20,63.5,73.10,FOS,no
A0001134H,52,3.5,60,19.5,68,77.45,SOC,no
A0001295R,50,3.5,40.5,23.5,76.5,78.95,FASS,no
A0000350J,51,3.5,59,22,72.5,80.30,FOS,nil
A0000595M,50,3.5,42,25,49.5,69.20,SOC,no
A0002140L,51,2.5,56,17,81.5,79.80,FOS,no
A0000950X,50,4.5,46.5,18,65.5,74.00,FOS,no
A0000608X,53,4,49,18,70.5,76.00,FOS,nil
A0001407B,50,3,19,6,28.5,46.20,FOS,nil
A0001682R,52,3.5,42,18,55,67.90,FOS,nil
A0001973L,50,3.5,13.5,11.5,16,43.35,FOS,yes
A0000036H,49,3.5,38,10.5,30,52.85,FOS,yes
A0001082A,57,5,69,20.5,86,88.45,FOS,no
A0000912B,50,2.5,41,17,56.5,66.80,FOS,no
A0001894H,50,2,24,19,37,56.10,FOS,nil
A0001746N,54,3.5,68,27,77.5,86.60,FOS,nil
A0002158U,44,3,15,7,37,46.30,FOS,nil
A0001402L,50,3.5,30,17,49.5,62.80,SDE,no
A0001203M,53,3,75,30,80,90.00,,nil
A0000201U,56,3.5,66,29,79,87.80,FOS,nil
A0001947J,53,4,30,17,61,67.90,FOS,nil
A0001450E,56,3.5,61,25,87,88.00,FOS,no
A0002006J,50,3.5,35,16,54,65.10,FASS,nil
A0000729N,51,3,53,23,76,80.50,FASS,nil
A0000208E,52,1.5,66,26,72,81.50,FOS,nil
A0000728R,51,3.5,35,8,47,58.30,FASS,nil
A0001650B,51,3.5,70,28,79,88.10,FOS,nil
A0001599A,51,3.5,33,25.5,62,72.65,SOC,no
A0001064A,55,5,60,27,78.5,86.90,FOS,no
A0001771U,51,3.5,32,6,49,57.50,FOS,nil
A0000404J,50,3,40,19,66.5,72.10,SOC,no
A0001126E,51,3,26,12,45,57.20,FOS,nil
A0001013N,49,2.5,49,19,53,67.50,FOS,nil
A0001026H,46,4,23,4,31,46.00,FOS,no
A0001728N,53,3,34,11,48,59.50,FOS,nil
A0002042J,12,1,18,0,,10.60,FOS,nil
A0000791R,52,3.5,54,24,64,76.90,SOC,nil
A0001130N,50,3,37,23,61,71.30,SDE,nil
A0000874M,43,2,31.5,7,21.5,41.90,FOS,yes
A0000026J,52,3.5,50,20,57,71.30,FOS,nil
A0000836R,15,0.5,12,,,10.40,FOS,nil
A0001442A,50,3,22.5,13,58,62.20,FOS,no
A0000146A,47,3.5,22,18,51,60.80,FOS,nil
A0001564U,48,3,30,22,49,63.60,FOS,nil
A0000851X,50,3.5,43.5,18,33.5,59.60,FOS,no
A0000975J,51,2.5,50,19,59,70.60,FOE,nil
A0001822Y,51,3.5,22,8,44,54.50,FASS,nil
A0001151J,43,3,13,6,26,40.50,BIZ,nil
A0001705Y,55,4.5,52.5,25.5,58,75.95,FOS,no
A0001797A,44,2.5,6,1.5,7.5,29.45,BIZ,no
A0000827R,52,3,24,11,46,56.70,FOS,nil
A0000163E,53,3.5,60,25,86,87.40,SOC,no
A0001713B,54,2.5,60,25,91,88.40,FOS,nil
A0000465W,49,3,45,16.5,73,73.95,FOS,no
A0000706Y,45,3,36,24,58.5,68.10,FOS,no
A0000512J,50,2.5,45,21,58.5,70.40,FOS,nil
A0001528U,53,2.5,50,13,74.5,73.80,SOC,no
A0000956L,51,3.5,31.5,20.5,60.5,69.25,FOS,no
A0001349R,52,3.5,29,18,61,67.70,SOC,no
A0001569J,54,3.5,66,25,78,85.40,FOS,nil
A0001212M,53,3,46,28,69,78.80,FOS,nil
A0001334A,27,2,31.5,4.5,13.5,29.45,FOS,yes
A0000233J,49,3,60,17.5,69,75.85,SOC,no
A0001791N,52,3,52,23,72,78.70,FOS,nil
A0000650A,0,0,,,,0.00,FOS,no
A0000123M,47,3.5,27,15,45,57.90,FOS,nil
A0000165B,51,3,54,18,71,76.20,FOS,nil
A0000674R,50,3.5,34.5,10.5,52,61.45,SOC,no
A0000698E,52,2.5,59,21,78.5,81.20,FOS,no
A0001381Y,46,2.5,30,11,49,56.60,FOS,nil
A0002040M,50,2.5,46.5,25.5,80,81.55,SOC,no
A0001639M,22,1,22,,,16.40,FOS,yes
A0001558M,50,1,51,18.5,54.5,67.25,SOC,no
A0001743W,48,2.5,18,,64,55.70,FOS,no
A0000910E,55,2.5,72,28,91,92.30,FOS,nil
A0001602H,50,3.5,27,26.5,54.5,68.95,FOS,no
A0001265X,48,3,26,10,53,58.40,FOS,nil
A0001735U,54,3.5,38,12,47,60.90,FOS,nil
A0001102R,51,2.5,7,2,29,41.50,FOS,nil
A0001824W,39,1.5,35,3,26,39.90,,nil
A0000971R,50,3,33,9,40.5,55.30,SOC,yes
A0001140M,54,4,54,25,65,78.30,FOS,nil
A0000741B,51,4,49,10.5,42,60.85,FOS,no
A0000656R,49,3.5,39,19,38,60.50,FOS,nil
A0001937L,52,3.5,53,22.5,69,77.95,FOS,no
A0001079R,48,1.5,40,19,58,66.20,FOS,nil
A0001427X,50,3.5,18,10,27,47.90,FOS,nil
A0002049W,38,1.5,31.5,9,36,45.70,FOS,yes
A0000218A,50,2.5,10,7,26,43.40,FOS,nil
A0001854N,47,2.5,29,8,60,59.80,FOS,nil
A0000419X,45,3.5,25,11.5,38,51.95,FOS,yes
A0001944N,42,2.5,21,2,25,38.70,FOS,nil
A0001992J,50,4,36,7.5,52.5,60.95,SOC,no
A0000328Y,50,3.5,24,5,42,52.60,FOS,nil
A0001489H,49,4,23,8,38,52.30,SOC,yes
A0001207E,48,3.5,38,17.5,57.5,66.85,SOC,no
A0001005M,49,3,45,17,70,73.00,FOS,nil
A0001901A,44,3,36,10,45.5,55.40,FOS,nil
A0000653X,54,3,60,28,79,85.60,SOC,nil
A0000943U,52,3,40,22.5,76,77.65,BIZ,no
A0001990M,48,3.5,36,14,64,67.30,FOS,nil
A0002088N,50,3.5,31,10,36,54.10,FOS,nil
A0001813Y,51,3,48,23,56,71.50,FASS,nil
A0000490Y,43,2.5,41,18,56,63.60,,nil
A0002155Y,48,2.5,57,15,75,75.40,,no
A0001541A,48,3,33,6,40,52.60,FOS,yes
A0000072H,50,3.5,28.5,20.5,74.5,74.25,FOS,no
A0001184X,50,3.5,38,17,60,68.60,SOC,no
A0001312L,50,3.5,29,18,44,60.90,FOS,nil
A0001843U,50,3.5,49,16,65,72.30,FOS,nil
A0000183B,51,3,46.5,19,54.5,68.60,FOS,yes
A0001036E,50,3.5,30,16,50.5,62.70,SOC,no
A0000831B,50,3,40.5,13,47.5,61.60,FOS,yes
A0002195R,54,2.5,56,23,84,83.80,FOS,no
A0001995A,51,3.5,35,15,51,63.40,FOS,nil
A0001834U,52,4,48,27,66.5,78.70,SOC,no
A0001665N,44,3,36,13,45.5,56.90,FOS,no
A0001218B,52,3,67,29,86,90.30,FOS,nil
A0000957J,49,2.5,12,8,28,44.60,SDE,nil
A0000613E,48,3.5,29,10,43,55.50,FOS,nil
A0002035E,52,4.5,19.5,12,35.5,53.60,FOS,no
A0000550E,50,3,22,15,37.5,54.90,FOS,yes
A0001958E,24,2.5,29,,,20.30,BIZ,yes
A0002048X,36,1.5,31,11,45,49.20,FOS,nil
A0000908R,50,3,33,18,56.5,66.20,BIZ,no
A0000962R,56,4,64,24.5,81,86.45,,no
A0001766L,50,3,42,15,37.5,58.90,SOC,nil
A0002206E,50,3.5,30,29.5,62,74.05,FOS,no
A0001804Y,55,3.5,73,27,78,87.80,FOS,nil
A0000606B,37,2,17,3,,25.40,FOS,nil
A0000252H,50,3.5,30,23,67,72.80,SOC,no
A0000937M,48,2.5,29,7,47,54.60,FOS,nil
A0000845R,50,2.5,30,9,41.5,54.60,FOS,nil
A0001605B,50,2.5,49.5,29.5,70.5,80.35,SOC,no
A0000590X,50,2.5,26,12,33.5,52.10,FOS,yes
A0000045H,53,3.5,31,6,56,60.10,FOS,nil
A0000205L,50,3.5,20,13,41,55.40,FOS,nil
A0000388M,50,3,41,18,55,67.20,FOS,nil
A0002184W,51,3.5,60,30,73.5,84.90,SOC,no
A0001825U,53,3.5,37,17.5,59.5,68.45,SOC,no
A0001192Y,50,3,29,23,51,65.70,FOS,nil
A0001912Y,51,3.5,50,17,63,72.20,SOC,no
A0001454X,31,2.5,16.5,4.5,13.5,28.95,SOC,yes
A0002181B,47,0.5,50,17.5,63.5,68.15,FOS,no
A0000713A,54,2.5,51,25.5,82.5,83.45,FOS,no
A0002188M,50,3,45,13.5,63,68.95,SOC,no
A0000015M,52,4,61,22,87,87.00,FASS,no
A0000244E,54,3.5,43.5,28.5,72.5,80.45,FOS,no
A0000580Y,49,3,63,29,80,86.60,FASS,nil
A0002030N,48,3,36,13,53.5,62.10,FOS,no
A0001880R,50,3,33,15,30.5,54.30,FOS,no
A0001431H,49,3,21,11,55,59.20,FOS,nil
A0000298M,51,3,31,21,55,66.70,FOS,nil
A0000557R,46,3.5,22.5,,,31.00,FOS,yes
A0001007J,46,3.5,10,9,28,44.20,FOS,nil
A0002009A,47,3,29,5,32,47.60,FOS,no
A0000898B,50,3.5,43,18,50,66.10,SOC,no
A0000657N,46,3,59,21,61,72.70,,no
A0000241L,45,2.5,51,24,66,73.60,FOS,no
A0001959A,50,3.5,22.5,11.5,48.5,58.15,FOS,no
A0000780W,41,0,33,10.5,46.5,50.95,FOS,no
A0001346X,48,2.5,12,13.5,33.5,49.05,SOC,yes
A0001037A,54,3.5,40,26,85,83.50,FOE,nil
A0000803A,47,4.5,27,20,48,62.60,FOS,nil
A0000691U,48,4.5,39,8,48.5,59.70,FOS,no
A0000362A,53,3.5,49,23,87,84.60,FOS,nil
A0000170J,48,3.5,26,23,56,66.60,FOS,nil
A0000027H,52,2.5,33,10.5,69.5,67.15,FOS,no
A0000337Y,52,3,54,20,62,73.60,FASS,nil
A0000105M,52,3.5,39,25,59,72.40,FOS,nil
A0000049Y,52,2.5,63,18,81,81.50,FOS,no
A0000999X,53,4,35,20,46,64.40,FOS,nil
A0000863R,54,3,27,22.5,60.5,68.85,FOS,no
A0001941W,49,3.5,46,13,44,61.30,BIZ,nil
A0001280A,51,3.5,56,20.5,79.5,81.75,SOC,no
A0001887A,48,3.5,25.5,12,47.5,57.60,SOC,no
A0000496M,51,2.5,,26,76,70.90,FOS,nil
A0000521J,44,3.5,33,7,25,45.60,FASS,nil
A0002139W,52,3.5,48,16,70,74.10,FOE,nil
A0000572X,50,3,47,13,48.5,63.30,FOS,no
A0001629N,47,3,27,7,57,58.20,SOC,yes
A0001696H,51,3,57,21,,49.90,SOC,nil
A0000615B,50,3,21,13,40.5,54.90,FOS,no
A0001065B,53,4.5,42,21,69.5,76.20,FOS,no
A0000819N,54,3.5,33,17.5,65,69.85,SOC,no
A0001386N,50,3,31,10,45,57.20,SOC,nil
A0001670X,54,3,47,18,41,62.80,SOC,no
A0000293X,48,3.5,29,13,47,58.60,SOC,yes
A0001458N,54,3.5,43,20.5,64.5,73.15,FOS,no
A0000352E,50,3,37,21,50.5,66.10,SOC,no
A0000946M,52,3.5,44,16.5,72.5,74.55,FOS,no
A0001172A,50,4,30,13,25.5,51.70,SOC,yes
A0000944R,48,3,51,5.5,43.5,57.35,SDE,no
A0001893J,52,3.5,57,21,67.5,77.40,SOC,nil
A0001627U,52,3.5,44,23,70,76.80,SOC,nil
A0000909N,54,3,42,19.5,64,71.75,FOS,no
A0001468M,55,3.5,75,29,92,94.80,SOC,nil
A0000840B,48,3.5,40,19,69,72.60,FOS,nil
A0000383X,50,2.5,36,9,37,54.00,SOC,no
A0001052J,51,3,59,28,74,83.40,SOC,nil
A0001158W,51,4,45,11,33,56.70,FOS,yes
A0000891N,49,3,24,17,55,62.80,BIZ,nil
A0001782N,48,2,49,14,71,71.20,FOS,nil
A0001895E,49,3.5,41,17,59,68.30,FOS,nil
A0001409X,51,5,50,19,66,75.90,FOS,no
A0001931X,55,3.5,74,29,92,94.60,FOS,nil
A0002157W,50,3,68,28,80,87.60,FOS,nil
A0001678H,52,3.5,60,21,76,81.40,SOC,nil
A0001706X,55,3.5,55,25,74,81.60,SOC,nil
A0001794J,50,3,54,13,56,67.70,SOC,no
A0000009H,52,3.5,57,21,83,83.60,FOS,nil
