student_num,level,participation,midterm,pe,final,total,faculty,is_afast
A0002123J,54,3.5,62,22,75.5,82.10,FOS,no
A0000972N,53,3.5,68,27,68,82.80,SOC,nil
A0000858J,51,3.5,51,22,73,78.90,FOS,nil
A0000834W,50,2.5,55,22.5,68.5,77.15,SOC,no
A0000375W,39,2.5,40,18,54,60.60,FOS,nil
A0000754U,50,3.5,62,17,87,84.20,SOC,no
A0001857J,50,3.5,55.5,29.5,65.5,80.55,FOE,no
A0001077W,51,5,25.5,19.5,44,62.45,FASS,no
A0000282B,42,1,,,,22.00,FOS,nil
A0000168W,53,3,40,21,69.5,74.30,SOC,nil
A0000896E,33,3,19,,,23.30,FOS,yes
A0001180E,50,3,27,8,48,56.60,FOS,nil
A0000800J,51,3.5,47,18,57,69.70,SOC,no
A0000766M,50,3.5,35,16,63,68.70,FOS,nil
A0001644W,51,2.5,63,24,85,86.10,FOS,nil
A0000801H,50,3.5,42,26,58,73.10,FOS,nil
A0001726U,48,2.5,22,14,45,55.90,FOS,nil
A0000757M,52,3,55,21.5,62,74.55,,no
A0000949H,49,4,35,13,52,62.80,FOS,nil
A0000911A,44,1,40,12,49,56.60,BIZ,nil
A0000576N,34,1.5,13,11,20,34.60,FOS,nil
A0000070L,30,3.5,30,3,28,37.20,SDE,no
A0002094W,50,3.5,58,24,81,84.50,FOS,nil
A0001961R,44,3,48,13.5,62,66.15,,no
A0000575R,51,3.5,60,29,74.5,84.80,SOC,nil
A0000609W,47,3.5,46,20,51,66.60,FOS,nil
A0002008E,49,1.5,37,12,47.5,58.40,,no
A0000357W,51,3.5,75,26,91,92.90,FOS,nil
A0002000W,42,2,26.5,5.5,25.5,41.25,FOS,yes
A0000033M,48,3.5,34.5,13.5,46,59.55,SOC,no
A0001517X,52,5,43.5,24,49.5,70.50,SOC,no
A0000365X,53,2.5,50,24,57,72.30,FOS,nil
A0000982M,50,3.5,35,7,54,60.60,SOC,nil
A0000573W,50,3.5,44.5,22.5,56,71.05,SOC,no
A0001460A,34,2,50,22,57,62.80,FOS,nil
A0001294U,54,3.5,66,30,92,93.50,FOS,no
A0000927N,51,3,42,15,54,65.50,SOC,no
A0001547R,11,0.5,28,5,37,28.90,FOS,nil
A0000097U,47,3,27,22.5,59.5,66.95,FOS,no
A0000011W,51,3.5,41,13,54,64.80,SOC,no
A0000524A,44,3.5,25,,,30.50,FOS,yes
A0001950W,49,3.5,35,16,58,66.20,SOC,nil
A0001159U,54,3.5,47,28,71.5,80.50,FOS,nil
A0001841X,55,4.5,53,29,61,79.00,FOS,nil
A0001618U,51,3.5,34.5,22.5,67.5,73.65,SOC,no
A0000554X,46,2.5,54,19.5,70,74.05,FOS,no
A0000287R,51,3.5,47,18,63,72.10,FOS,nil
A0001962N,50,1,30,10,52,57.80,FOS,nil
A0000854R,50,3,42,14.5,56.5,66.25,FOS,no
A0000297N,49,3.5,26,6,53,57.40,FOS,nil
A0001476N,50,3.5,32,10,41,56.30,FASS,nil
A0000605A,55,4.5,51,30,80,86.70,SOC,no
A0000780W,24,1,48,,,22.60,,yes
A0001864M,54,3,54,11,56,66.70,FOS,nil
A0000964M,50,5,30,9,31.5,53.10,FOS,yes
A0001521H,50,3.5,18,14.5,59.5,63.15,SOC,no
A0001197N,45,3,22,13,42,53.20,FOS,nil
A0001659J,49,3,63,28,77,84.90,FOS,nil
A0001723Y,46,3.5,18,4,17.5,39.10,FOS,no
A0000175Y,53,3.5,42,18,62,70.70,SOC,nil
A0002135A,54,3.5,46,23,56,71.60,FOS,nil
A0000441H,50,3,26,17,53,62.90,FOS,nil
A0000933W,50,4.5,35,13,41,59.40,FOS,nil
A0000089R,15,0.5,15,1,14,17.10,FOS,nil
A0000799B,49,3,33,13,75,70.60,SOC,nil
A0000587L,52,3.5,40.5,11.5,43.5,59.75,SOC,no
A0000857L,52,3.5,66,25,66,80.60,FOS,nil
A0001262A,43,2,6,8.5,30,40.95,FOS,no
A0001525Y,50,3.5,24,22.5,38.5,59.95,FOS,no
A0000679H,47,4,34,11.5,51.5,60.65,SOC,yes
A0001239W,51,3.5,57,29.5,86,89.05,SOC,no
A0000204M,52,4,47,23,58,73.10,FOS,nil
A0000502L,47,3.5,29,9,,37.30,FOS,yes
A0001860W,50,3.5,44,9,56.5,64.40,FOS,no
A0000402M,51,3.5,35,15,44,60.60,SDE,nil
A0000361E,50,3,60,18.5,81.5,81.85,,no
A0000621H,51,4,53,16,66,74.00,FOS,nil
A0002191Y,51,3.5,47,9,56,64.80,FOS,nil
A0001948H,53,3.5,69,23.5,92,90.85,,no
A0000219B,51,3.5,43.5,30,72,81.00,FOS,no
A0001838L,49,3.5,36,16,62,68.00,SOC,no
A0001840Y,41,3,17,3.5,23,37.85,,no
A0000448U,40,3,36,22,65,67.20,FOS,nil
A0001426Y,51,3.5,38,15,67,70.40,FOS,nil
A0000187U,47,3,27,6,58,58.10,FOS,nil
A0000664U,50,3,30,15.5,54.5,63.55,FOS,no
A0001474U,50,3.5,23,22,51,64.50,FASS,nil
A0002130M,55,3.5,67,24,88,89.10,SOC,no
A0002038Y,50,2.5,50,18,70.5,74.70,FOS,no
A0001113M,53,4,63,14.5,70,76.85,SOC,no
A0001603E,50,3,45,22,73.5,77.40,SOC,no
A0000618W,51,3,31,21,61,69.10,SOC,nil
A0000214L,49,3,42,20,60,69.90,FOS,no
A0000930B,53,3.5,56,24,69,79.30,SOC,nil
A0002213J,51,5,26,9,31,52.10,FOS,nil
A0001896A,48,3,31,8,33,50.40,FOS,nil
A0000890R,53,3,65,27,76,84.90,SOC,nil
A0000878E,52,3,54,28,80,84.80,FOS,nil
A0000676M,50,3.5,53,28,76,83.50,SOC,nil
A0000684N,49,1.5,51,,,36.20,FOS,yes
A0000747N,50,3,45,19,66.5,73.10,FOS,no
A0001479J,51,3.5,58,22,71,79.50,SOC,nil
A0000744W,50,4.5,39,22,69.5,76.10,FASS,no
A0000749L,43,0,14,7,34,41.40,FOS,nil
A0000304L,50,3.5,39,14.5,58,66.75,FOS,no
A0000655U,50,4,29,18,39,59.40,FOS,nil
A0002154B,50,3,48,19,69.5,74.90,FOS,no
A0002007H,49,3.5,35,16,75.5,73.20,SOC,no
A0001823X,53,3,38,10,56,63.00,FASS,nil
A0001673R,50,3,35,17,49.5,63.30,FOS,no
A0000527X,51,3.5,19.5,16,48,59.60,FOS,yes
A0000678J,49,3,15,1,46,49.40,FOS,nil
A0001588H,52,3,37,20,61.5,70.00,SOC,nil
A0001879B,26,3,8,0,21,26.00,FOS,nil
A0001925R,53,3,48,23.5,83.5,82.75,FOS,no
A0001858H,51,3,59,18,53,70.00,FOS,no
A0001097R,50,3.5,34,9,41.5,56.40,SOC,nil
A0001883L,45,3,15,19,34.5,51.80,SOC,no
A0001319X,46,3,28,7.5,34.5,49.15,FOS,yes
A0001164B,51,2.5,37.5,21,66.5,72.10,SOC,no
A0000929L,48,3.5,17,4,41.5,49.50,SOC,yes
A0000734X,53,3.5,62,21,82.5,84.40,SOC,no
A0000586M,51,3.5,57,30,70.5,83.10,FOS,no
A0001201R,56,3.5,62,27,78,85.60,FOS,nil
A0000212N,50,3,38,6,40,54.60,FOS,nil
A0000094Y,51,3.5,50,19,67,74.80,FOS,nil
A0000828N,50,3.5,34,18,55,66.30,FOS,nil
A0001904X,50,3,25,19,41,58.90,FASS,nil
A0001321L,50,3,35,20,52,65.80,FOS,nil
A0001291Y,50,3.5,60,25,80,85.00,FOS,nil
A0000511L,52,3,54,29,75,83.30,FOS,nil
A0002147X,50,3,43.5,22,58.5,71.10,FOS,no
A0000955M,48,3.5,47,13.5,74,73.25,FOS,no
A0000107J,50,3.5,30,11.5,26,50.65,FOS,no
A0000668L,50,3,25.5,11.5,58,62.05,FOS,no
A0000520L,50,3,55,16,70,75.00,FOS,nil
A0000945N,50,3,46,21,82,80.50,SOC,no
A0001897B,52,3.5,49.5,22,79.5,81.20,SOC,no
A0002081A,38,1.5,29,,,26.30,FOS,yes
A0001227B,52,3,52,27,73,81.10,SOC,nil
A0002065Y,48,1.5,34,17,50,60.80,FOS,nil
A0001261E,54,4,16,6,41,51.60,FOS,nil
A0001910A,55,2.5,73,20,88.5,87.50,,no
A0000807W,52,3.5,45,27,72.5,80.00,FOS,no
A0001696H,51,5,50,21,73,79.70,SOC,nil
A0001438U,50,3.5,15,3,35,47.00,FOS,nil
A0001040N,50,3.5,42,17,69,73.00,SOC,no
A0000424E,50,3.5,46.5,25.5,57.5,73.55,SOC,no
A0001675M,40,1,38,12,48,53.80,FOS,nil
A0001576M,48,2.5,44,10.5,39.5,56.35,SOC,yes
A0000879A,28,1.5,,,,15.50,SOC,yes
A0000832Y,28,3,20.5,,,21.10,FOS,yes
A0001595L,58,5,69,29,89.5,94.10,FOS,nil
A0000100X,50,3,42,19,54,67.50,FOS,no
A0000103R,42,3,54,7,50,58.30,,no
A0000907U,50,3.5,43.5,23.5,67.5,75.95,FOS,no
A0001760X,43,3,22.5,13.5,35.5,49.95,FOS,no
A0000733Y,51,3,62,28,78.5,85.80,FOS,nil
A0002052H,50,2.5,54,23,61.5,74.40,FOS,nil
A0001302M,54,3.5,34,15,59,66.40,FOS,nil
A0000665R,48,2.5,54,26,77,81.10,FOS,nil
A0000160L,50,3,39,10,60,64.80,FOS,nil
A0001622A,46,3,12,2.5,40,45.65,SOC,yes
A0001129Y,46,2.5,42,23,55,67.40,FOS,nil
A0000914X,50,3.5,19,18,51,61.70,FOS,nil
A0000980R,49,3,34,20,46,62.70,SOC,nil
A0000305J,52,3.5,39,13,49,62.40,FOS,nil
A0000543B,59,5,60,24.5,77.5,85.25,,no
A0000040R,50,5,30,14.5,68.5,70.65,FOS,no
A0000169U,53,3,52,16,71,74.80,SOC,no
A0001636U,47,3,39,8,35,52.30,SOC,yes
A0002180A,53,3,65,25,72,82.30,FOS,nil
A0001546U,46,3,19,3,32,44.10,FOS,nil
A0000020W,50,3,46.5,28,68.5,78.70,FOS,no
A0001623B,52,4,37,15,61,68.30,FOS,nil
A0001506B,45,3,32,17,46,58.80,FOS,nil
A0000902A,51,3,47,17,69,73.50,SOC,nil
A0001578J,50,4,37,20.5,62,71.45,FOS,no
A0001242H,50,4.5,43.5,27,62.5,76.70,SOC,no
A0002124H,50,3,38.5,25,63.5,73.60,FOS,no
A0000569L,50,3,16,10,38,51.40,FASS,nil
A0000771W,51,3.5,46,18.5,67.5,73.95,FASS,no
A0001917N,51,3,44.5,29.5,66,78.05,SOC,no
A0002162A,50,3.5,35,8,46,57.90,FOS,nil
A0000008J,50,2.5,42,19,80.5,77.60,SOC,no
A0000324H,50,4.5,28,8,38,54.30,SOC,nil
A0001903Y,54,3.5,36,11,49,60.80,FOS,nil
A0001518W,52,3.5,64,25,75,83.80,FOS,nil
A0001538R,50,3.5,26.5,15,62.5,66.30,FOS,no
A0002080E,49,3,36,21,54,66.80,FOS,nil
A0000415E,45,3,26,13,52,58.00,BIZ,nil
A0000723B,52,4,58,18,88,84.80,SOC,no
A0001662W,45,1,40,16.5,66,66.15,FOS,no
A0002022M,53,3.5,59,21.5,83.5,84.45,FOS,no
A0000701J,53,3.5,69,23.5,94,91.65,SOC,no
A0001339U,48,3,32,15,50,60.90,FOS,nil
A0002232H,54,3,56,27,89,88.30,FOS,nil
A0002079N,51,3.5,44,17.5,57.5,69.05,FOS,no
A0001606Y,51,4.5,39,13,57,66.60,SOC,no
A0001118A,53,4,33,23.5,48,66.55,SOC,no
A0001287N,48,2.5,42,19,43,61.60,FOS,nil
A0001359N,54,4,58,20,76,81.00,SOC,no
A0000134J,50,3,61,22,72,80.00,FOS,no
A0001882M,31,2.5,39,,,25.80,FASS,yes
A0000151L,50,3.5,49,25.5,56,73.45,FOS,no
A0000563X,51,3,45,5,53.5,60.90,,no
A0001574R,51,3.5,43,17,59,69.20,FOS,nil
A0001279M,50,3.5,24,14.5,48.5,59.95,FOS,no
A0000553Y,52,3.5,65,26,91,90.90,SOC,no
A0001519U,52,3,39,20,62.5,70.80,SOC,no
A0002003N,43,2.5,36,3,25.5,42.90,FOS,yes
A0000997B,50,3.5,32,11,49,60.00,FOS,nil
A0000444B,52,2.5,33,16.5,40.5,58.55,FOS,yes
A0001470B,55,3.5,69,29,85,90.80,SOC,nil
A0000308A,50,2.5,49.5,19.5,60,71.15,SOC,no
A0000538U,51,4,27,23.5,50.5,66.35,SOC,no
A0000545X,50,3.5,37.5,21,51.5,67.10,SOC,no
A0000199M,50,5,36,15,65,70.70,FOS,nil
A0001716W,52,3.5,45,22,66,74.90,SOC,nil
A0001273Y,46,3,33,9,63,62.30,FOS,nil
A0001217A,52,4.5,22,7.5,10.5,41.85,SOC,yes
A0000195W,32,1,12,0,16,25.80,FOS,nil
A0001383W,48,3,30,10,51,58.40,BIZ,nil
A0001723Y,47,2,7,1,16.5,34.00,FOS,yes
A0001563W,33,0.5,21,2.5,37.5,37.45,FOS,yes
A0000449R,47,3.5,20,4.5,21.5,41.85,SOC,yes
A0001508X,49,3,63,22,72.5,80.10,BIZ,nil
A0000683R,55,5,60,30,90.5,93.20,SOC,no
A0001612E,49,2.5,42,24,66.5,74.00,SOC,no
A0001405E,51,3.5,70,25,68,82.20,FOS,nil
A0001837M,48,3.5,24,8,40,52.30,FOS,nil
A0000552B,29,3,11,,,19.70,,yes
A0000281A,51,4,59,23,69,79.90,FOS,no
A0000181E,51,4.5,12,6,21,43.30,SDE,nil
A0000059X,50,3.5,34.5,24,,47.40,FOS,yes
A0001378M,52,3.5,42,12,64.5,68.70,SOC,nil
A0001615Y,50,3,48,22,52,69.40,FOS,nil
A0001526X,50,4,19.5,13,58.5,62.80,FOS,no
A0002067W,49,2.5,33,25,69,73.70,FASS,nil
A0001098N,50,3,27,13.5,60,64.15,SOC,no
A0002026E,50,3.5,28.5,18,48.5,62.60,SOC,no
A0001638N,44,2.5,21,5.5,33.5,44.85,SOC,yes
A0000253E,50,3,43,23,66,74.50,FOS,nil
A0001035H,52,3,63,28,88,89.80,SOC,nil
A0001620H,49,4,43,13,43,60.80,FASS,nil
A0001611H,52,3.5,40.5,22,60.5,71.80,FOS,yes
A0000348W,52,2,48,14.5,67.5,70.85,SOC,no
A0000177W,50,3,48,23,65,75.10,FOS,nil
A0000171H,50,3,26,12,61,63.60,FOS,nil
A0000036H,46,2.5,10,10,41,48.90,FOS,nil
A0000447W,49,3.5,28,16,61.5,66.20,SOC,no
A0001154A,57,5,44,28,82,85.60,FOS,nil
A0000812A,51,3,40,21,81.5,79.10,FOS,no
A0001305H,52,3,40,20,78,77.20,,nil
A0000731A,50,3,11.5,5.5,48.5,52.45,FOS,yes
A0000324H,50,3.5,21,4,24,44.30,SOC,nil
A0001220N,50,3,42,17,,44.90,SDE,yes
A0001424A,50,3,39,24,58.5,71.20,FOS,no
A0001083B,52,4.5,43.5,22.5,64,75.05,SOC,no
A0001573U,51,3,40,17,59,68.10,SOC,no
A0001646R,51,3.5,36,17,50,64.20,FOS,nil
A0001298L,49,3.5,48,15,68,72.30,FOS,nil
A0001561Y,48,3.5,26.5,8.5,52.5,58.05,FOS,no
A0001093Y,50,3,36,25,49.5,67.50,FOS,no
A0001785J,46,2.5,29,,14,36.90,FOS,no
A0000299L,53,5,51,30,66,81.60,SOC,no
A0002056Y,42,3,15,5,29,41.10,FOS,nil
A0000164A,49,2.5,50,17.5,59.5,69.55,SOC,no
A0001783M,49,2,49,10.5,59.5,65.35,FOS,yes
A0001250J,54,3.5,52,18,53,69.10,SOC,nil
A0000614A,53,2,55,19.5,85.5,81.95,SOC,no
A0000227A,51,3.5,52,19,68.5,75.80,FOS,no
A0002019B,50,3,20,17,42,57.30,FOS,nil
A0002036A,52,3,52,15,87.5,80.90,SOC,no
A0002111N,50,3,44,21,71,75.70,SOC,nil
A0000215J,49,3,50,21,66,74.40,FOS,nil
A0002168R,50,3.5,49,22,55.5,71.50,FOS,nil
A0000514E,51,3,48,22,59,72.20,FOS,nil
A0000762W,51,3.5,40,12,54,64.10,FOS,nil
A0001480Y,55,2.5,67,23,87,87.20,FOS,no
A0000230N,26,0.5,9,,,15.30,FOS,yes
A0000990N,49,3.5,37,16,61.5,68.00,FOS,no
A0001617W,57,5,67,30,85,92.40,FOS,nil
A0001252E,55,3,59,18,76,79.20,FOS,nil
A0001497J,50,4,58.5,23.5,78,83.65,SOC,no
A0002064B,50,3,48,18,74,76.20,SOC,no
A0000334E,50,3.5,36,6,66,65.10,FOS,nil
A0000079U,53,3.5,49.5,18,60,71.40,FOS,no
A0000349U,50,3,41.5,9,63.5,66.20,FOS,no
A0001444Y,55,3,62,24,78.5,83.80,FOS,nil
A0001994E,50,3.5,45,19,73.5,76.40,FOS,no
A0002151H,52,3.5,29,16,49,61.90,FOE,nil
A0002105J,52,2.5,21,4,49,53.30,FOS,nil
A0001861U,55,4,54,28.5,80.5,86.25,FOS,no
A0000360H,53,3,44,28,79,82.40,,nil
A0000672W,50,3,36,19,48,63.90,SOC,no
A0001750Y,50,3,37,18,50,64.40,FOS,nil
A0000795J,53,3,45,19,64,72.10,SOC,no
A0001679E,50,3.5,45,19.5,69.5,75.05,SOC,no
A0001499E,50,3,9,8.5,28.5,45.45,FOS,yes
A0000102U,56,4,49,30,74.5,83.60,SOC,nil
A0000250L,52,3,53,16.5,64,72.45,SOC,no
A0000846N,52,4.5,60,16,69,77.10,FOS,no
A0001462Y,47,3.5,29,6,38,51.00,FOS,nil
A0001008H,50,3.5,58,19,61,74.00,,no
A0000598H,48,3,28,2,44,51.20,FOS,nil
A0000505E,45,2.5,30,6,34,47.60,SOC,yes
A0000670Y,50,3.5,31,20.5,64,70.55,FOS,no
A0001314H,55,4.5,63,29.5,84.5,90.65,FOS,no
A0002202M,54,3.5,53,26,73,81.30,SOC,nil
A0001303L,51,4,24,19,61.5,67.90,SOC,no
A0000923X,50,3.5,44,20.5,70,75.55,BIZ,no
A0001928L,53,3.5,50,24,72.5,79.50,FOS,nil
A0001875J,49,2.5,32,20,52,64.20,FOS,nil
A0000232L,52,3.5,61.5,28.5,78.5,86.45,SOC,no
A0001708U,43,3,42,,,32.90,FOS,yes
A0000284X,50,3.5,55,21,67.5,77.00,FOS,no
A0000060M,50,3,44,19,66,72.70,FOS,nil
A0000751Y,51,3,72,26.5,92,92.45,,no
A0001898Y,44,3,19.5,9,44,51.00,FOS,yes
A0000329X,51,3,33,14,63,66.80,FOS,nil
A0000202R,50,3.5,22,9,50,57.40,FOS,nil
A0001049X,43,3,32,12,55.5,59.10,,no
A0001544X,49,4,31,11,39,55.80,FOS,nil
A0001296N,50,4.5,23,2,38,50.30,FOS,nil
A0001487L,51,3.5,38,14,60,67.10,SOC,nil
A0001152H,50,3.5,23,8,21,45.50,FOS,nil
A0001872N,50,3.5,34,17.5,76.5,74.65,BIZ,no
A0001078U,51,3,64,9.5,53.5,66.95,FOS,no
A0001764N,50,3,39,23.5,74,77.15,FOS,no
A0002182Y,53,3,53,21.5,86.5,83.95,FOS,no
A0001831Y,52,4.5,61,28,72,84.50,SOC,no
A0000810H,52,3.5,52,22,59,73.50,FOS,nil
A0000407A,54,3,65,22,81,84.40,,no
A0000537W,48,3,35,19,43,60.70,FOS,nil
A0001932W,50,3,16.5,1.5,24,41.65,FOS,yes
A0000291B,50,3.5,32,18,50,63.90,FOS,nil
A0001885H,51,3,42,27,70.5,78.10,SOC,no
A0000688H,50,3.5,58,23,66,78.00,SOC,nil
A0001124J,50,3,60,18,70,77.00,FOS,nil
A0001779A,50,3,28,3,54,56.70,FOS,nil
A0000062J,51,3.5,37,16,31,56.30,FOS,nil
A0000718U,49,4,24,7,,36.80,SOC,yes
A0001658L,47,3,8,3,30,41.60,FOS,nil
A0002085W,50,3.5,40,26.5,65.5,75.95,SOC,no
A0001614B,50,2.5,33,10.5,37.5,54.35,SOC,yes
A0000987A,50,2.5,32,4,18.5,43.30,FOS,no
A0002091B,51,4.5,30,15,43.5,60.40,SOC,no
A0000457U,52,3.5,68,30,79,88.70,FOS,nil
A0000076Y,12,0.5,,,,6.50,FOS,nil
A0001138Y,50,3.5,23,19,70,70.60,FOS,no
A0002014L,51,3,59,11,45,63.30,FOS,no
A0002069R,52,4,31.5,10,33.5,53.70,FOS,yes
A0000167X,49,3.5,46,18.5,82.5,79.45,SOC,no
A0001545W,50,3.5,49,23,67,76.60,FOS,no
A0002102N,53,3.5,66,28,80,87.70,FOS,nil
A0001597H,54,3.5,57,26,78,84.10,FOS,nil
A0001604A,51,3.5,53,22.5,84.5,84.15,FOS,no
A0000677L,54,3,55,23,76.5,81.10,FOS,no
A0001440H,52,1,55,23,77.5,79.50,FOS,no
A0001770W,50,3,50,20,73,77.20,FOS,no
A0000535Y,50,3,30,10,48,58.20,SOC,no
A0000978A,36,2,25.5,10,58.5,53.50,FOS,no
A0000776L,50,3,36,8.5,35,53.45,FOS,yes
A0001852U,50,3,69,18,73,80.00,BIZ,nil
A0000993J,50,3.5,48,24,60.5,74.30,SOC,no
A0001435Y,54,2,57,27,75,81.90,FOS,nil
A0000032N,53,2,52,18.5,53,67.85,,no
A0000704A,51,3.5,57,22.5,80,83.15,FOS,no
A0000562Y,51,3,50.5,29.5,72,81.65,FOS,no
A0001395N,39,3,28.5,3,13.5,35.10,FOS,yes
A0002115H,54,3,51,28.5,88,87.65,FOS,no
A0002112M,45,3,11,10,34,46.30,FOS,nil
A0001483U,28,1,33,,,21.60,FOS,yes
A0000271E,52,3.5,51,21,65,75.20,SOC,no
A0000295U,50,3,47,20,72,76.20,SOC,no
A0001286R,55,3.5,58,24,67,78.90,FOS,nil
A0001960U,50,3.5,31.5,8.5,54,60.65,FOS,no
A0002120N,50,3.5,52.5,16.5,76.5,77.85,SOC,no
A0001874L,56,4,55,28,74,83.60,FOS,nil
A0001727R,54,3.5,60,20,67,77.30,FASS,nil
A0000174B,56,5,66,21,78,84.90,FOS,nil
A0000859H,52,3.5,39,14,59,66.90,,no
A0000378N,56,3.5,74,28,82,90.10,FOS,nil
A0001055A,50,2.5,65,23,88,87.20,SOC,no
A0002076W,52,3,51,20,61,72.60,SOC,no
A0000886H,50,4,34,26,76,79.20,SOC,nil
A0000384W,53,4.5,65,22.5,74.5,83.55,SOC,no
A0001513E,38,2,19.5,24,30.5,49.10,SDE,no
A0002189L,53,3,54,21,75,79.30,FOS,nil
A0001707W,51,3.5,52,20,69,76.50,FOS,nil
A0000433E,50,2.5,38,10.5,58.5,63.75,SOC,no
A0001593N,56,3.5,73,27,92.5,93.60,FOS,nil
A0000243H,52,3,52,21,68,76.10,SOC,nil
A0001619R,50,3.5,42,19,70,74.40,FOS,nil
A0001044H,42,3,28,6.5,27.5,43.85,SDE,no
A0000400R,53,3,44,18.5,48.5,65.45,FOS,no
A0000318B,55,3.5,72,29,85,91.40,FOS,nil
A0001635W,49,3,26,15,34,53.80,FOS,nil
A0000472Y,21,2.5,4.5,,,13.90,FASS,yes
A0000714B,50,3.5,36,29.5,64.5,76.25,SOC,no
A0001630E,50,3.5,42,24,49.5,68.70,SOC,no
A0001057Y,50,3.5,41.5,20.5,70.5,75.25,FOS,no
A0002222J,52,2.5,43,24,68,75.30,SOC,nil
A0000596L,51,3.5,50,20,51,68.90,SOC,nil
A0000519W,50,3.5,51,11,62,69.00,FOS,nil
A0001053H,38,2,25,,,26.00,FOS,yes
A0001647N,52,3.5,37,24.5,65,74.15,FOS,no
A0000191A,52,4,56,20,83,83.40,SOC,no
A0000824X,50,3.5,28,13,42,57.40,FOS,nil
A0001601J,32,2.5,24,,,23.30,SDE,yes
A0001259R,52,3,50,21,57,71.30,SOC,nil
A0001354Y,51,3,43,21,44,64.70,SOC,no
A0000326A,43,3,6,15,60,57.20,FOS,nil
A0001174Y,49,3,18,4,30,45.10,FOS,nil
A0001137B,50,3.5,59,18.5,71,77.95,,no
A0002220M,50,3.5,46,20.5,63.5,73.35,SOC,no
A0002073B,57,4.5,61,22,80,84.70,FOS,no
A0001318Y,50,3.5,30,16.5,61.5,67.35,FOS,no
A0000707X,50,4,62,19,69,78.50,SOC,no
A0001918M,55,5,57,24,64.5,79.20,FOS,no
A0001725W,57,5,68,30,87,93.40,FOS,nil
A0001527W,52,3,46,20,52,68.00,FOS,nil
A0001370A,53,3.5,59,18.5,75.5,79.75,,no
A0002001U,55,4.5,61,23,68,80.40,FOS,nil
A0001967E,50,2.5,24,14.5,46,57.95,SOC,no
A0000435B,50,3.5,65,27,77,85.80,SOC,nil
A0001637R,49,3,46,17,67.5,72.20,FOS,no
A0001213L,50,3.5,33,13.5,53.5,63.25,FOS,yes
A0000083A,46,2.5,43,14,62.5,66.10,FOS,no
A0001075Y,50,3,66,18,80,82.20,,no
A0000006M,53,3.5,68,27,85,89.60,SOC,nil
A0000222M,50,3.5,40.5,14.5,55.5,66.05,FOS,yes
A0000142L,51,4.5,37,19,55,68.40,FASS,nil
A0000546W,48,4,30,20,60,68.00,FOS,nil
A0000091E,52,4,47,21,74,78.50,SOC,no
A0001621E,53,3,50,16,56,68.40,SOC,nil
A0001385R,50,5,46.5,22.5,47.5,69.55,SOC,no
A0001997Y,49,3,13,11,38,50.80,FOS,nil
A0001034J,50,3,48,13.5,62.5,69.35,FOS,no
A0000017J,49,3.5,28,5.5,61,60.75,FOS,yes
A0001850X,48,1,45,20,59,67.60,FOS,nil
A0001356W,57,3,72,27,95,93.90,SOC,no
A0001224H,52,4,42,22,59.5,72.20,FOS,nil
A0002054A,51,3.5,53.5,28,70.5,81.40,SOC,no
A0000475U,50,3,31.5,26.5,61.5,72.15,SOC,no
A0002028B,50,3,39,26.5,58.5,72.45,FOS,no
A0000322L,49,3.5,32,14,38,56.60,FOS,nil
A0001443B,50,2.5,39,16,68,70.50,SDE,nil
A0000894J,52,3,61,25,79.5,84.50,FOS,nil
A0002020R,56,4.5,44.5,23.5,64,75.75,SOC,yes
A0000517Y,54,4.5,45,24,61.5,75.10,FOS,no
A0001927M,55,3.5,61,29,70,83.20,FOS,nil
A0001011U,53,3,72,21,89.5,88.70,,no
A0000985H,52,3,33,15.5,59,65.95,SOC,no
A0000061L,50,3.5,27,11.5,63.5,65.05,FOS,no
A0001179N,50,4.5,44,15.5,79.5,77.85,FOS,no
A0001982L,42,2.5,17.5,7.5,40.5,46.95,FOS,no
A0000835U,0,0,,,,0.00,FOS,nil
A0000764R,48,3.5,37,13,47.5,60.40,SOC,yes
